ds,yhat,yhat_lower,yhat_upper
2026-01-01,434.3214751455611,384.98676118519325,484.48973888138335
2026-01-02,430.416804211894,384.2099791447039,478.69843663990616
2026-01-03,427.43996527187943,379.10242225825345,476.2990691141407
2026-01-04,426.2269792898115,382.265458068965,480.44675678589977
2026-01-05,463.780737714601,412.430334546894,511.2886231887109
2026-01-06,439.96962393906256,392.5109826074247,488.00105812517927
2026-01-07,473.92948834152156,425.1549602449521,521.5150999455469
2026-01-08,448.63905743743373,400.995184982846,496.8550444161982
2026-01-09,444.5391604318276,397.8359266068373,492.3922790863115
2026-01-10,441.3992179956349,391.6617247026184,492.76970919907427
2026-01-11,440.0819794138377,391.82286040172073,488.53268058986447
2026-01-12,478.786782005397,430.22155672920326,526.6735976091986
2026-01-13,454.13974002859567,405.9481061273521,501.8914947583935
2026-01-14,489.1234434377612,441.73726565898335,538.038721387052
2026-01-15,462.9566397294429,414.230221031155,512.1685990868377
2026-01-16,458.66151665158554,411.22752182955105,504.38277576221725
2026-01-17,455.35847071933676,411.21459334616327,503.25204643957744
2026-01-18,453.93697953779207,404.13498288641773,502.7724724764627
2026-01-19,493.7928262961904,443.9216179042778,544.8741937423014
2026-01-20,468.30985611813253,419.0493601207907,517.5143423408922
2026-01-21,504.31739853396476,455.4758670771967,557.5076115328528
2026-01-22,477.2742220213789,429.1210144600614,528.2491194594485
2026-01-23,472.7838728715217,422.3608903286288,522.2928578394699
2026-01-24,469.31772344309445,422.8320408811131,516.1859334497766
2026-01-25,467.7919796618233,419.31897145653227,514.0430496704552
2026-01-26,508.79887058702684,459.6174521612377,557.3595325914375
2026-01-27,482.4799722076628,431.2193805005718,532.4711043086079
2026-01-28,519.5113536301379,472.8605696434824,572.2304733020517
2026-01-29,491.5918043133948,442.10679441395513,538.7035300202389
2026-01-30,486.90622909146185,439.04651821226776,539.8356024753114
2026-01-31,483.2769761667566,435.63568549572074,532.1700936629197
2026-02-01,483.339545823044,432.8656480308787,533.4090523704507
